predio,comuna,latitud,longitud,score,nivel
EL DAMASCO,NACIMIENTO,-37.470634,-72.762725,43.0,MEDIO
EL OLIVO,LOS ANGELES,-37.393742,-72.43616,6.0,BAJO
LA MANCHURIA,SANTA BARBARA,-37.597683,-71.895255,94.0,CRÍTICO
LA PERLA,LOS ANGELES,-37.523495,-72.160936,42.0,MEDIO
LAUREL PONIENTE,MULCHEN,-37.844753,-72.3347,100.0,CRÍTICO
MARIA DOLORES,LOS ANGELES,-37.400944,-72.431689,6.0,BAJO
MONTEVERDE,MULCHEN,-37.895265,-72.065459,100.0,CRÍTICO
PICOLTUE,MULCHEN,-37.663695,-72.236013,100.0,CRÍTICO
PORVENIR,MULCHEN,-37.817106,-72.323271,100.0,CRÍTICO
LA ESPERANZA DE MALVEN,MULCHEN,-37.646721,-72.405562,87.0,CRÍTICO
SAN JOSE,SANTA BARBARA,-37.601015,-71.917168,94.0,CRÍTICO
EL BOSQUE,LOS ANGELES,-37.462815,-72.112015,18.0,BAJO
SANTA RAQUEL,SANTA BARBARA,-37.586604,-72.04319,82.0,CRÍTICO
VILLUCURA 1,SANTA BARBARA,-37.53838,-71.948147,94.0,CRÍTICO
LAS MERCEDES LOTE A,SANTA BARBARA,-37.554271,-71.939043,94.0,CRÍTICO
CHUMULCO,MULCHEN,-37.714777,-72.343299,100.0,CRÍTICO
VILLUCURA 2,SANTA BARBARA,-37.556956,-71.897437,94.0,CRÍTICO
EL PROGRESO LOTE A,QUILLECO,-37.4742,-71.935622,42.0,MEDIO
LOS PINOS,QUILLECO,-37.475159,-71.94697,42.0,MEDIO
LAS QUINIENTAS,SANTA BARBARA,-37.717554,-71.753052,56.0,ALTO
SAN ELIAS,SANTA BARBARA,-37.597794,-71.987441,82.0,CRÍTICO
PARCELA 18 LOS MAYOS,SANTA BARBARA,-37.667615,-71.99377,80.0,CRÍTICO
PARCELA 38 LOS MAYOS GRANDE,SANTA BARBARA,-37.644981,-71.918016,86.0,CRÍTICO
PARCELAS 50 Y 52 DE ARILAHUEN,SANTA BARBARA,-37.653187,-71.971176,100.0,CRÍTICO
PARCELA 47 LOS MAYOS,SANTA BARBARA,-37.653878,-71.95338,76.0,CRÍTICO
PARCELAS ESPIGA DE ORO,MULCHEN,-37.614939,-72.406149,62.0,ALTO
SAN JUAN DE LIPIN - SAN RUPERTO,SANTA BARBARA,-37.567293,-71.784497,44.0,MEDIO
PARCELA 10 ESTRELLA DE BIO-BIO LOTE_A,SANTA BARBARA,-37.719199,-71.787071,64.0,ALTO
SAN RAMON LOTE 1 A,LOS ANGELES,-37.38624,-72.642532,37.0,MEDIO
LOS AVELLANOS Y OTROS,QUILLECO,-37.370009,-71.828612,50.0,ALTO
PARC. 2-8-10A Y 11 LOTE CONCHA,MULCHEN,-37.677221,-72.218651,100.0,CRÍTICO
LOS TILOS,MULCHEN,-37.939574,-72.047595,100.0,CRÍTICO
COPIHUAL-CARACOL-ELGUETA Y OTROS,QUILLECO,-37.397032,-71.843395,58.0,ALTO
PARCELA 11 EL CISNE LOTE 3,MULCHEN,-37.98256,-72.095308,100.0,CRÍTICO
EL FUNDILLO - EL PEUMO O EL REFUGIO,MULCHEN,-37.916396,-72.03464,100.0,CRÍTICO
PARCELA 6 LOS LAURELES,MULCHEN,-37.799051,-72.096539,100.0,CRÍTICO
PARCELA 90 QUILAPALOS,QUILACO,-37.795108,-71.889138,64.0,ALTO
LOMAS DE BELLAVISTA,QUILACO,-37.819257,-71.933841,72.0,ALTO
PARCELAS 74-76-79 ESPIGA DE ORO,MULCHEN,-37.617527,-72.423374,62.0,ALTO
SANTA SOFIA Y LOS COIGUES,MULCHEN,-37.880737,-72.199242,100.0,CRÍTICO
PIEDRA MESA,LOS ANGELES,-37.257444,-72.125125,12.0,BAJO
LOS AROMOS,SANTA BARBARA,-37.606831,-72.067159,100.0,CRÍTICO
PARCELA 128 QUILAPALOS LOTE A,QUILACO,-37.813864,-71.923858,64.0,ALTO
EL NARANJO Y CURICHE,QUILLECO,-37.526496,-72.026934,66.0,ALTO
HIJUELA 3 LAGUNILLAS LOTE C-2,LOS ANGELES,-37.222972,-72.216924,12.0,BAJO
PARCELAS 62 Y 63 QUILAPALOS,QUILACO,-37.738903,-71.923104,72.0,ALTO
EL QUIRQUINCHO,LOS ANGELES,-37.596652,-72.17479,78.0,CRÍTICO
PERALILLO,QUILLECO,-37.411715,-71.853667,58.0,ALTO
PARCELA 5 LOTE CONCHA,MULCHEN,-37.675985,-72.20504,100.0,CRÍTICO
LOS PERALES LOTE A,LAJA,-37.321528,-72.667366,10.0,BAJO
MEMBRILLAR LOTE B Y SANTA MARIA,TRAIGUEN,-38.182202,-72.58754,100.0,CRÍTICO
SAN JOSE DE MOLINA,SANTA BARBARA,-37.5551,-71.773027,20.0,BAJO
EL CARMEN LOTES A Y B,MULCHEN,-37.678184,-72.248623,100.0,CRÍTICO
LAS TOSCAS,TRAIGUEN,-38.185218,-72.572762,100.0,CRÍTICO
PARC.3 COLONIA CASAS VIEJAS LOTE A,MULCHEN,-37.897705,-72.2103,100.0,CRÍTICO
SANTA EMELINA,QUILLECO,-37.405238,-71.897136,58.0,ALTO
EL RINCON LOTE A,QUILLECO,-37.539859,-72.115881,48.0,MEDIO
EL GUINDO,QUILLECO,-37.394263,-71.855831,58.0,ALTO
AGUA SANTA,PUREN,-37.902361,-73.032377,100.0,CRÍTICO
EL BAILE Y OTRO,LOS SAUCES,-37.9064,-73.030661,100.0,CRÍTICO
SANTA ELISA,ANGOL,-37.599855,-72.843825,43.0,MEDIO
LOS AROMOS Y L. AROMOS B,PUREN,-37.901593,-73.027498,100.0,CRÍTICO
AGUAS DE CHUMULCO (U),MULCHEN,-37.778033,-72.300304,100.0,CRÍTICO
PARCELA PITREN LOTE A Y B,LANCO,-39.522236,-72.489231,100.0,CRÍTICO
BELLAVISTA (USUFRUCTO),MULCHEN,-37.821156,-72.200136,100.0,CRÍTICO
SANTA PATRICIA (U),MULCHEN,-37.662936,-72.282344,82.0,CRÍTICO
HACIENDA NEGRETE,NEGRETE,-37.58987,-72.54912,49.0,MEDIO
EL ENSAYO (USUFRUCTO),LOS ANGELES,-37.535831,-72.231937,28.0,MEDIO
BUEN RETIRO (U),CHANCO,-35.725116,-72.48217,0.0,BAJO
MORANDE (CONVENIO),MULCHEN,-37.709322,-72.222837,100.0,CRÍTICO
LOS TILOS (USUFRUCTO),LOS ANGELES,-37.374652,-72.382893,6.0,BAJO
STA JUANA Y EL AVELLANO (USUFRUCTO),MULCHEN,-37.78456,-71.986424,72.0,ALTO
EL SAUCE (USUFRUCTO),CHANCO,-35.605023,-72.466126,4.0,BAJO
PULMAHUITO LOTE A,LONCOCHE,-39.421891,-72.455352,100.0,CRÍTICO
LA REFORMA (USUFRUCTO),COBQUECURA,-36.19178,-72.767957,0.0,BAJO
PARCELA 16 SANTA ANA LOTE E Y F,MULCHEN,-37.802795,-72.348273,100.0,CRÍTICO
PARCELA 14 ESTRELLA DE ORO (USUFRUCTO),NEGRETE,-37.629401,-72.48844,27.0,MEDIO
SANTA CRUZ (USUFRUCTO),LA UNION,-40.318439,-73.125663,47.0,MEDIO
HIJUELA 4 LA QUERENCIA,MULCHEN,-37.825259,-72.19762,100.0,CRÍTICO
CAMPO LINDO (U),QUILACO,-37.723262,-71.840841,76.0,CRÍTICO
VISTA HERMOSA II,LA UNION,-40.3058,-73.147431,47.0,MEDIO
SAN MANUEL (USUFRUCTOS),SANTA BARBARA,-37.66315,-71.763254,44.0,MEDIO
PARCELA 44  RELUN,LUMACO,-38.271726,-73.076897,100.0,CRÍTICO
SANTA HELENA HIJUELA 10,CONSTITUCION,-35.619623,-72.3206,12.0,BAJO
LAS PALMAS B,PENCAHUE,-35.175867,-71.729209,0.0,BAJO
LAS PALMAS LOTE A,PENCAHUE,-35.167939,-71.71442,0.0,BAJO
SANTA ROSA DE COLPI,TRAIGUEN,-38.279013,-72.839599,100.0,CRÍTICO
EL AROMO LOTE A2 Y B2,TRAIGUEN,-38.155187,-72.59858,100.0,CRÍTICO
EL QUILLAY (VUELO),YUNGAY,-37.101014,-71.864621,0.0,BAJO
EL ROMERO SAN ANTONIO,YUNGAY,-37.131503,-71.851465,0.0,BAJO
EL LAUREL LOTE 2,YUNGAY,-37.110347,-71.893855,0.0,BAJO
HUEICO LOTES 32-33-37-38-39,LUMACO,-38.138829,-72.879039,100.0,CRÍTICO
LOS GUINDOS (USUFRUCTO),SANTA BARBARA,-37.562186,-71.953189,94.0,CRÍTICO
EL LITRE (U),CURICO,-35.125511,-71.067407,0.0,BAJO
SAN ERNESTO LOTE A Y B,CURICO,-35.132133,-71.080875,0.0,BAJO
LA MESA DE UPEO,CURICO,-35.103479,-71.039149,0.0,BAJO
LOS COLIGUES,CURICO,-35.172866,-71.093727,0.0,BAJO
CANCHA DE CARRERAS,CURICO,-35.160942,-71.083752,0.0,BAJO
EL ESPINALILLO,CURICO,-35.157917,-71.091906,0.0,BAJO
SAN EUSEBIO,CURICO,-35.13892,-71.084786,0.0,BAJO
PARC.39 COLINIA BIO-BIO,SANTA BARBARA,-37.636272,-71.918089,86.0,CRÍTICO
PARCELA 79 ESPIGA DE ORO,MULCHEN,-37.622362,-72.412085,62.0,ALTO
LAS PINAS,CURANILAHUE,-37.522454,-73.066575,43.0,MEDIO
MAIPO 3,CURANILAHUE,-37.518943,-73.052318,43.0,MEDIO
LA SIRENA 2,NACIMIENTO,-37.569106,-73.002362,32.0,MEDIO
SAN HORACIO,CURANILAHUE,-37.603293,-73.072206,32.0,MEDIO
SAN JOSE GRANDE,NACIMIENTO,-37.377134,-72.714178,43.0,MEDIO
EL NISPERO,NACIMIENTO,-37.513321,-72.922871,55.0,ALTO
ESCUADRON,CORONEL,-36.944927,-73.114472,51.0,ALTO
LOMA COLORADA,SAN PEDRO DE LA PAZ,-36.900997,-73.104068,42.0,MEDIO
RENICO HIJUELA 2,LOS SAUCES,-37.904179,-73.024132,100.0,CRÍTICO
SAN SEBASTIAN Y OTRO,SANTA BARBARA,-37.588981,-71.81043,70.0,ALTO
LA PATAGUA,PUREN,-37.88747,-73.033024,100.0,CRÍTICO
AGUA SANTA,PUREN,-37.885684,-73.034187,100.0,CRÍTICO
PARCELA 11 EL CISNE LOTE,MULCHEN,-37.985596,-72.096288,100.0,CRÍTICO
LOS NOTROS,PUREN,-37.913722,-73.035022,100.0,CRÍTICO
HIJUELA EL ALAMO Y EL NOGAL,SANTA BARBARA,-37.72367,-71.775595,56.0,ALTO
SAN RAMON LOTE A2-A,LOS ANGELES,-37.382263,-72.62713,37.0,MEDIO
EL ZARZAL DE COREO,QUILLECO,-37.474257,-72.064597,34.0,MEDIO
HELVETIA,TRAIGUEN,-38.188149,-72.56322,100.0,CRÍTICO
LOMA LARGA,NACIMIENTO,-37.5595,-72.875918,37.0,MEDIO
HIJUELAS QUINCHAMALI,ANTUCO,-37.34909,-71.774891,32.0,MEDIO
LA PIEDRA,NACIMIENTO,-37.584295,-72.887753,43.0,MEDIO
EL RETAZO Y EL LINGUE,QUILLECO,-37.419406,-71.783211,58.0,ALTO
AGUA SANTA,PUREN,-37.887688,-73.038428,100.0,CRÍTICO
EL MORRO LOTE A,MULCHEN,-38.011062,-71.917191,94.0,CRÍTICO
EL CUADRO,MULCHEN,-37.744983,-72.046177,100.0,CRÍTICO
SANTA MARIA LOTE A,MULCHEN,-37.674498,-72.14898,100.0,CRÍTICO
PARCELA 1 TRIUNFO CAMPESINO,MULCHEN,-37.641833,-72.41642,87.0,CRÍTICO
SANTA ROSA,QUILLECO,-37.478855,-71.947131,42.0,MEDIO
SANTA FILOMENA,MULCHEN,-37.606394,-72.352333,52.0,ALTO
PARCELA 64 QUILAPALOS LOTE A,QUILACO,-37.744191,-71.912578,68.0,ALTO
LAS RANCHAS LOTES 10 A1 Y 11 B1,LOS ANGELES,-37.506808,-72.170587,30.0,MEDIO
PARCELA 48 LOS MAYOS LOTE-A,SANTA BARBARA,-37.64952,-71.955186,94.0,CRÍTICO
PARCELA 12 ESPIGA DE ORO LOTE A,NEGRETE,-37.622163,-72.52519,21.0,BAJO
PARCELA 12 ESPIGA DE ORO LOTE B,NEGRETE,-37.618002,-72.523575,18.0,BAJO
PINGUIDAHUE,PUREN,-37.892597,-73.056723,100.0,CRÍTICO
LA CABANA,COYHAIQUE,-45.413034,-71.954316,0.0,BAJO
EL TURBIO,AYSEN,-45.062035,-72.13668,0.0,BAJO
SANTA JUANA,COYHAIQUE,-45.076743,-71.58108,0.0,BAJO
ENTRE RIOS,COYHAIQUE,-45.098879,-71.751176,0.0,BAJO
EL BAJO,AYSEN,-44.961898,-72.273159,0.0,BAJO
VIVERO MANIHUALES,COYHAIQUE,-45.152093,-72.14545,0.0,BAJO
SANTA INES,AYSEN,-45.123965,-72.099654,0.0,BAJO
GARFIELD,AYSEN,-45.128838,-71.869583,0.0,BAJO
LAGUNA BRAVO,COYHAIQUE,-45.09811,-71.831291,0.0,BAJO
LA CABANA II,COYHAIQUE,-45.423828,-71.966178,0.0,BAJO
LOS PINOS,AYSEN,-45.288773,-72.19974,0.0,BAJO
LOS MAQUIS,AYSEN,-45.237836,-72.269963,0.0,BAJO
LA CASCADA I Y II,COYHAIQUE,-45.360871,-71.875218,0.0,BAJO
EL FISCAL,COYHAIQUE,-45.229586,-72.272539,0.0,BAJO
TRES ARROYOS,COYHAIQUE,-45.141376,-71.98316,0.0,BAJO
LOS MAQUIS II,AYSEN,-45.226079,-72.302044,0.0,BAJO
LAS MARAVILLAS,AYSEN,-45.111111,-72.243366,0.0,BAJO
SANTA ELENA,AYSEN,-45.111712,-72.2869,0.0,BAJO
TRES PAMPAS,AYSEN,-44.95513,-72.448038,0.0,BAJO
EL TOQUI,COYHAIQUE,-44.990798,-71.91396,0.0,BAJO
NACIMIENTO,COYHAIQUE,-44.943999,-72.040862,0.0,BAJO
RINCON DE LOS TOROS,COYHAIQUE,-45.148827,-72.01241,0.0,BAJO
LOS CIERVOS,COYHAIQUE,-45.146967,-71.717175,0.0,BAJO
LOS CIERVOS II,COYHAIQUE,-45.143252,-71.731453,0.0,BAJO
BAJO HONDO,COYHAIQUE,-45.356591,-71.858841,0.0,BAJO
SAN PEDRO,COYHAIQUE,-45.33968,-72.053893,0.0,BAJO
EL SONIA,AYSEN,-45.19371,-72.114352,0.0,BAJO
LOS NOTROS,AYSEN,-45.280473,-72.074169,0.0,BAJO
RIO NORTE,COYHAIQUE,-45.105287,-71.753027,0.0,BAJO
CABALLO BLANCO,COYHAIQUE,-45.0483,-71.814805,0.0,BAJO
LAGO MISTERIOSO,COYHAIQUE,-45.101763,-71.703734,0.0,BAJO
RIO CANON,COYHAIQUE,-45.211938,-72.302244,0.0,BAJO
LAGO NORTE,COYHAIQUE,-45.069568,-71.806117,0.0,BAJO
EL CAUTIN,COYHAIQUE,-45.308639,-71.761564,0.0,BAJO
LOS CIERVOS III,COYHAIQUE,-45.165411,-71.677423,0.0,BAJO
LOS CIERVOS IV,COYHAIQUE,-45.129754,-71.671397,0.0,BAJO
PAMPA ALTA,COYHAIQUE,-45.064175,-71.700092,0.0,BAJO
LA RESERVA,AYSEN,-45.200011,-72.099955,0.0,BAJO
EL GATILLO,AYSEN,-45.201867,-72.30954,0.0,BAJO
EL BAGUAL,COYHAIQUE,-45.478557,-72.040216,0.0,BAJO
EL ZORRO,COYHAIQUE,-45.192746,-71.713999,0.0,BAJO
EL AJUSTE,AYSEN,-45.21691,-72.321173,0.0,BAJO
RIO CANON II,AYSEN,-45.213412,-72.28406,0.0,BAJO
EL AJUSTE II,AYSEN,-45.207694,-72.317505,0.0,BAJO
EL NATRE,COYHAIQUE,-45.147356,-71.943697,0.0,BAJO
EL PORFIADO,AYSEN,-45.117655,-72.182555,0.0,BAJO
EL OSCAR,AYSEN,-45.118462,-72.20492,0.0,BAJO
EL PILCHERO,AYSEN,-45.103831,-72.32256,0.0,BAJO
EL PALENQUE,AYSEN,-45.085674,-72.366942,0.0,BAJO
LOS CERROS,AYSEN,-45.192305,-72.330712,0.0,BAJO
EL MACHI,COYHAIQUE,-44.988633,-71.930492,0.0,BAJO
CERRO CATEDRAL,COYHAIQUE,-44.995264,-71.932066,0.0,BAJO
DOS LAGUNAS II,COYHAIQUE,-45.519726,-71.858809,0.0,BAJO
DOS LAGUNAS I,COYHAIQUE,-45.517791,-71.841311,0.0,BAJO
LOS CEREZOS,CURANILAHUE,-37.51323,-73.017874,43.0,MEDIO
SANTA ISABEL - SAN LUIS Y EL QUITRAL,NACIMIENTO,-37.479772,-72.861566,43.0,MEDIO
LOS CULENES,NACIMIENTO,-37.560013,-72.941366,49.0,MEDIO
EL MAQUI,NACIMIENTO,-37.573414,-72.905891,47.0,MEDIO
EL CIPRES,NACIMIENTO,-37.564569,-72.926855,49.0,MEDIO
MAIPO 4,CURANILAHUE,-37.530101,-73.043487,43.0,MEDIO
EL CHACAY,NACIMIENTO,-37.550801,-72.961087,57.0,ALTO
LOS LIRIOS,NACIMIENTO,-37.485061,-72.798399,43.0,MEDIO
SAN FRANCISCO IV,CURANILAHUE,-37.526899,-73.032042,43.0,MEDIO
SANTA FILOMENA,NACIMIENTO,-37.475666,-72.91083,54.0,ALTO
LA RESERVA,NACIMIENTO,-37.506027,-72.908524,59.0,ALTO
TRAMPA DEL LEON - HIJUELA SAN MIGUEL,NACIMIENTO,-37.545303,-72.983345,32.0,MEDIO
LOS QUILLAYES,NACIMIENTO,-37.511158,-72.926732,55.0,ALTO
LOS CANELOS 2,NACIMIENTO,-37.512445,-72.907362,59.0,ALTO
LA PINA - LOS TRES MAITENES,NACIMIENTO,-37.573443,-72.849899,43.0,MEDIO
POSTEADERO LOTES A Y B1,NACIMIENTO,-37.481635,-72.781118,43.0,MEDIO
LA REFORMA,NACIMIENTO,-37.547071,-72.987338,32.0,MEDIO
PIEDRAS BLANCAS,NACIMIENTO,-37.56865,-72.871238,43.0,MEDIO
LAS CRUCES 1 Y 2,PUREN,-37.898958,-73.033048,100.0,CRÍTICO
RODEO EL CASTILLO LOTE A,NACIMIENTO,-37.487283,-72.790972,43.0,MEDIO
SANTA RITA LOTE-A Y EL CAMBRAY,NACIMIENTO,-37.486536,-72.689065,37.0,MEDIO
SANTA MONICA LOTE-B,NACIMIENTO,-37.433529,-72.693372,43.0,MEDIO
PAN DE AZUCAR,SANTA BARBARA,-37.625306,-71.825179,60.0,ALTO
EL EUCALIPTO LOTE C-2,LAJA,-37.301893,-72.642935,0.0,BAJO
EL EUCALIPTO LOTES A-B,NACIMIENTO,-37.489742,-72.801251,43.0,MEDIO
LOS NARANJOS LOTE-A,LOS ANGELES,-37.230006,-72.158031,12.0,BAJO
EL CASTANO,SANTA BARBARA,-37.620909,-71.834831,68.0,ALTO
CANCHA MULCHEN LOTE B Y C,MULCHEN,-37.7236,-72.262553,100.0,CRÍTICO
EL HUALLO,NACIMIENTO,-37.59458,-72.872628,43.0,MEDIO
HIJUELA SAN CARLOS,MULCHEN,-37.979596,-71.959671,90.0,CRÍTICO
PARCELA 128 QUILAPALOS LOTE B,QUILACO,-37.823929,-71.926286,60.0,ALTO
PARCELA 3 STA ANA LOTE A,MULCHEN,-37.786889,-72.321492,100.0,CRÍTICO
EL MIRADOR II,MULCHEN,-37.628255,-72.291878,68.0,ALTO
CARTAGENA HIJUELAS 1-2-3-4,QUILACO,-37.872064,-71.681146,52.0,ALTO
RUCACALQUIN,MULCHEN,-37.876547,-72.009879,78.0,CRÍTICO
SAN GREGORIO LOTE-A,SANTA BARBARA,-37.622306,-71.828533,60.0,ALTO
EL MANZANO LOTES A Y B,SANTA BARBARA,-37.625984,-72.011389,90.0,CRÍTICO
COCHENTO Y OTROS,MULCHEN,-37.703426,-72.280626,100.0,CRÍTICO
PARCELA 40 ARILAHUEN LOTE B,SANTA BARBARA,-37.648794,-72.006325,98.0,CRÍTICO
RESERVA CASAS DE PILE,MULCHEN,-37.707986,-72.097844,100.0,CRÍTICO
SAN FRANCISCO III,MULCHEN,-37.871191,-72.264694,100.0,CRÍTICO
PARCELAS 4-6-8 SAN PEDRO,MULCHEN,-37.758196,-71.982109,72.0,ALTO
PARCELA 40 TIERRAS PARA CHILE,QUILACO,-37.701564,-72.087646,100.0,CRÍTICO
EL MANIO HIJ 3-4A-4B,MULCHEN,-37.797499,-72.082779,100.0,CRÍTICO
SANTA MONICA LOTE-A,NACIMIENTO,-37.428349,-72.697927,43.0,MEDIO
LOS LEONES,COYHAIQUE,-45.468696,-71.757257,0.0,BAJO
EL MIRADOR,COYHAIQUE,-45.478447,-71.982715,0.0,BAJO
LA FRONTERA,COYHAIQUE,-45.664324,-71.796347,0.0,BAJO
EL TORDO,COYHAIQUE,-45.56667,-71.855199,0.0,BAJO
LA PRADERA,COYHAIQUE,-45.903142,-71.943577,0.0,BAJO
LOS NIRES,COYHAIQUE,-45.504004,-71.758291,0.0,BAJO
RIO BLANCO,COYHAIQUE,-45.89243,-71.953967,0.0,BAJO
EL ROSAL,COYHAIQUE,-45.552735,-71.761354,0.0,BAJO
LOS NIRES II,COYHAIQUE,-45.486576,-71.746682,0.0,BAJO
LOS FLAMENCOS,COYHAIQUE,-45.48685,-71.70888,0.0,BAJO
EL MATE,COYHAIQUE,-45.648004,-71.782714,0.0,BAJO
LOS LAGOS,COYHAIQUE,-45.634858,-71.848853,0.0,BAJO
LOS JUNCOS,COYHAIQUE,-45.719144,-71.903825,0.0,BAJO
LOTE 47,COYHAIQUE,-45.567727,-71.92508,0.0,BAJO
EL GANCHO,COYHAIQUE,-45.693089,-71.847549,0.0,BAJO
EL CAIQUEN,COYHAIQUE,-45.867245,-71.886732,0.0,BAJO
EL CAIQUEN GRANDE,COYHAIQUE,-45.883529,-71.890174,0.0,BAJO
EL HUEMUL,COYHAIQUE,-45.595982,-71.83517,0.0,BAJO
EL GALERA,COYHAIQUE,-45.764564,-71.802284,0.0,BAJO
LAS LOMAS,COYHAIQUE,-45.551579,-71.779042,0.0,BAJO
LA ESPERANZA,COYHAIQUE,-45.944147,-71.981768,0.0,BAJO
EL PRIMERO,COYHAIQUE,-45.9267,-71.968241,0.0,BAJO
EL PEUCO,COYHAIQUE,-45.87584,-71.90843,0.0,BAJO
LA TRANQUERA,COYHAIQUE,-45.77509,-71.782961,0.0,BAJO
LAGO THOMPSON,COYHAIQUE,-45.658555,-71.789802,0.0,BAJO
EL CARACOL,COYHAIQUE,-45.73873,-71.859083,0.0,BAJO
EL CANADON,COYHAIQUE,-45.603753,-71.85273,0.0,BAJO
VISTA HERMOSA,COYHAIQUE,-45.860434,-71.891778,0.0,BAJO
EL BLANCO,COYHAIQUE,-45.863908,-71.960683,0.0,BAJO
LAS MALVAS II LOTE-B,RIO IBANEZ,-46.092405,-72.579574,0.0,BAJO
"LOURDES LOTES B,C",RIO IBANEZ,-46.083605,-72.599645,0.0,BAJO
LAS MALVAS III LOTE B,RIO IBANEZ,-46.085458,-72.588412,0.0,BAJO
EL DESIERTO LOTE B,RIO IBANEZ,-46.050561,-72.675063,0.0,BAJO
ZANJON HONDO LOTE C,RIO IBANEZ,-46.135648,-72.576023,0.0,BAJO
RIO IBANEZ,RIO IBANEZ,-46.075785,-72.590669,0.0,BAJO
LAS MALVAS (LOTE B),RIO IBANEZ,-46.102561,-72.565407,0.0,BAJO
LA ENVIDIA (LOTE C),RIO IBANEZ,-46.151452,-72.617752,0.0,BAJO
EL CANAL LOTE B,COYHAIQUE,-46.047137,-72.685345,0.0,BAJO
MELIPAL,COYHAIQUE,-45.81605,-71.910575,0.0,BAJO
RIO IBANEZ II,RIO IBANEZ,-46.070913,-72.596147,0.0,BAJO
RIO IBANEZ III LOTES B Y,RIO IBANEZ,-46.095489,-72.551338,0.0,BAJO
SAN MANUEL,COYHAIQUE,-45.836014,-71.908419,0.0,BAJO
EL FALDEO,COYHAIQUE,-45.770656,-71.814426,0.0,BAJO
EL VOLCAN,RIO IBANEZ,-46.051675,-72.70299,0.0,BAJO
EL HUDSON,RIO IBANEZ,-46.057026,-72.620442,0.0,BAJO
EL BLANCO II,COYHAIQUE,-45.859312,-71.965937,0.0,BAJO
EL VADO,RIO IBANEZ,-46.124062,-72.536347,0.0,BAJO
MELIPAL II,COYHAIQUE,-45.825904,-71.902029,0.0,BAJO
SAN FRANCISCO VI,COYHAIQUE,-45.856521,-71.953563,0.0,BAJO
SANTA ANA,RIO IBANEZ,-46.167341,-72.397769,0.0,BAJO
EL MONTOSO,COYHAIQUE,-45.966812,-71.762365,0.0,BAJO
TAPERA,COYHAIQUE,-45.970807,-71.78253,0.0,BAJO
EL MINISTRO,COYHAIQUE,-45.978997,-71.785927,0.0,BAJO
LAGO LAPPARENT,RIO IBANEZ,-46.250962,-72.321684,0.0,BAJO
SANTA PAULA,RIO IBANEZ,-46.246165,-72.337899,0.0,BAJO
BUENA VISTA,COYHAIQUE,-45.957853,-71.834045,0.0,BAJO
EL DIABLO,RIO IBANEZ,-46.146672,-72.026641,0.0,BAJO
EL NOGAL,NACIMIENTO,-37.474496,-72.778111,43.0,MEDIO
HIJUELA SANTA MARIA-LA PATAGUA,NACIMIENTO,-37.55606,-72.875642,37.0,MEDIO
HIJUELA 3 LOS CULENES,NACIMIENTO,-37.549475,-72.920217,49.0,MEDIO
LOS CHACAYES,NACIMIENTO,-37.5392,-72.950338,49.0,MEDIO
EL PINON HIJ.5,PENCAHUE,-35.3493,-71.672469,0.0,BAJO
LAS COILERAS HIJUELA 1,PENCAHUE,-35.326792,-71.65848,0.0,BAJO
SAN SEBASTIAN HIJUELA 6,PENCAHUE,-35.344568,-71.686625,0.0,BAJO
SAN LUIS,NACIMIENTO,-37.600176,-72.694199,41.0,MEDIO
OFICINA PASTENE,LUMACO,-38.197603,-72.993842,100.0,CRÍTICO
ALTO RENICO,LUMACO,-38.194785,-72.864985,100.0,CRÍTICO
DON JOSE,LUMACO,-38.236452,-73.15176,100.0,CRÍTICO
LA FORTUNA,CONTULMO,-38.205554,-73.139778,100.0,CRÍTICO
LA HERRADURA,LUMACO,-38.303067,-73.117465,100.0,CRÍTICO
LA MINA Y OTRO,LUMACO,-38.283528,-73.139415,100.0,CRÍTICO
LAS BUITRERIAS I,LUMACO,-38.282344,-72.993843,100.0,CRÍTICO
LAS BUITRERIAS II,LUMACO,-38.294331,-72.954257,100.0,CRÍTICO
LAS BUITRERIAS III,LUMACO,-38.275708,-72.975104,100.0,CRÍTICO
LAS BUITRERIAS IV,LUMACO,-38.288738,-72.966495,100.0,CRÍTICO
SANTA CLARA DE REÑICO PARTE,LUMACO,-38.20203,-72.838953,100.0,CRÍTICO
SAN ANDRES,LUMACO,-38.242793,-73.107013,100.0,CRÍTICO
SAN HUMBERTO,LUMACO,-38.217111,-73.10823,100.0,CRÍTICO
SANTA HORTENCIA,LUMACO,-38.311288,-72.960468,100.0,CRÍTICO
PARCELA 42 ARILAHUEN LOTE-A,SANTA BARBARA,-37.645888,-72.022315,98.0,CRÍTICO
PARCELA 70 Y 71-A ESPIGA DE ORO,MULCHEN,-37.604443,-72.424965,24.0,BAJO
TRICAHUE Y OTROS,SANTA BARBARA,-37.573963,-71.903544,94.0,CRÍTICO
PARCELA 10 ESTRELLA DE BIO BIO LOTE B-1,SANTA BARBARA,-37.722573,-71.78518,64.0,ALTO
HIJUELAS LIRQUEN LOTES 1 Y  2,QUILACO,-37.760792,-71.857353,88.0,CRÍTICO
SANTA JUANA Y EL PERAL,PEMUCO,-37.011725,-71.798122,0.0,BAJO
"SAN MIGUEL LOTES H,I",YUMBEL,-37.083842,-72.695158,3.0,BAJO
BARRANCAS,YUMBEL,-37.041654,-72.656466,3.0,BAJO
