id,nombre_predio,comuna,latitud,longitud,nivel_importancia,hectareas
2739,LA ALFALFA,QUILLECO,-37.367799,-71.883984,BAJO,409.37
2740,SANTA AMELIA DE DIMILHUE LOTE 1,SANTA BARBARA,-37.579318,-71.825035,BAJO,123.74
2741,BUENA VISTA,SANTA BARBARA,-37.599766,-72.005008,BAJO,199.93
2742,LO ALVAREZ,QUILLECO,-37.424779,-71.838052,BAJO,147.27
2743,DIMILHUE UNO-A,SANTA BARBARA,-37.572092,-71.807149,BAJO,280.8
2744,SANTA ISABEL DE DIMILHUE,SANTA BARBARA,-37.574093,-71.843055,BAJO,359.15
2745,PARCELA 2 DE LOTE B DIMILHUE,SANTA BARBARA,-37.588,-71.797995,BAJO,466.37
2746,EL SAUCE,SANTA BARBARA,-37.585366,-72.12493,BAJO,58.49
2747,LAS VINAS,SANTA BARBARA,-37.613698,-72.02721,BAJO,162.39
2748,PARLAMENTO,LOS ANGELES,-37.551307,-72.184825,BAJO,279.59
2749,CHOLGUAHUE,LOS ANGELES,-37.493654,-72.108976,BAJO,562.0
2750,CHOLGUAGUE CHICO,QUILLECO,-37.513868,-72.120974,BAJO,25.56
2751,LA CENTINELA,SANTA BARBARA,-37.628228,-72.043899,BAJO,58.14
2752,LAS LUMAS,QUILLECO,-37.454753,-71.736465,BAJO,1178.8
2753,EL OLIVILLO,QUILLECO,-37.469875,-71.767513,BAJO,376.01
2754,LOS CUARTOS Y MILEO,QUILLECO,-37.412998,-71.745607,BAJO,1660.65
2755,SANTA MARIA,YUNGAY,-37.099549,-71.893624,BAJO,40.25
2756,SAN PEDRO LOTE DOS,PEMUCO,-36.918058,-72.317236,MEDIO,711.56
2757,PELEHUE HIJUELA 2 PARCELA 4,CHILLAN,-36.630973,-72.27393,BAJO,69.27
2758,EL MANZANO,NACIMIENTO,-37.524131,-72.663338,MEDIO,11.77
2759,EL TOTORAL LOTE 1,SAN NICOLAS,-36.448035,-72.235731,BAJO,35.77
2760,LOS HUALLES HIJUELA 3,CHANCO,-35.584982,-72.539457,BAJO,58.6
2761,PARCELA 42 CALIBORO,SAN JAVIER,-35.667823,-71.796657,BAJO,169.48
2762,SANTA ROSA LOTE B,NACIMIENTO,-37.524789,-72.676519,MEDIO,433.04
2763,LOS PANGUES,PELLUHUE,-35.916806,-72.535049,BAJO,594.46
2764,PARCELAS UNION MAITENES,RIO CLARO,-35.337652,-71.146323,BAJO,157.2
2765,PARCELAS CASAS VIEJAS,RIO CLARO,-35.296862,-71.190454,BAJO,54.28
2766,LORETO,SAN JAVIER,-35.486387,-72.098656,BAJO,178.69
2767,SANTA LUCIA Y OTROS,SAN JAVIER,-35.537794,-72.061845,BAJO,144.98
2768,SAN AGUSTIN BARRA,SAN JAVIER,-35.598452,-72.051902,BAJO,103.12
2769,SANTA MARTA - VEGUILLAS,SAN JAVIER,-35.526863,-72.028441,BAJO,174.25
2770,PICHAMAN,CONSTITUCION,-35.460939,-72.124891,BAJO,123.94
2771,LAGUNILLA DE PEREZ,CONSTITUCION,-35.521042,-72.457582,BAJO,109.5
2772,PUEBLECILLO,CHANCO,-35.583114,-72.446726,BAJO,49.07
2773,LA COLONIA LOTE 4,TUCAPEL,-37.226696,-71.839091,BAJO,9.12
2774,LOS COPIHUES PARCELA 1,MULCHEN,-37.829502,-72.360726,MEDIO,19.25
2775,EL ROSEDAL,EL CARMEN,-36.94553,-71.790387,BAJO,38.57
2776,CHOLGUAN GRANDE Y OTROS,YUNGAY,-37.158539,-71.91442,BAJO,165.35
2777,EL PARRON LOTE A,TUCAPEL,-37.21334,-71.887725,BAJO,2.04
2778,ALUPENHUE,MOLINA,-35.241599,-71.098534,BAJO,518.69
2779,ENTRE RIOS,COLBUN,-35.788957,-71.503452,BAJO,201.33
2780,RESTO DEL BOSQUE,LINARES,-36.136939,-71.348707,BAJO,234.19
2781,SANTA INES,PARRAL,-36.28386,-71.634148,BAJO,142.96
2782,EMPEDRADO,EMPEDRADO,-35.605548,-72.278423,BAJO,42.01
2783,HIJUELAS 1 Y 2 LORA,LICANTEN,-35.019129,-72.081148,BAJO,489.37
2784,LOS TREILES,CUREPTO,-35.114014,-72.045336,BAJO,302.67
2785,LA CAMELIA,NACIMIENTO,-37.347197,-72.79787,MEDIO,32.56
2786,PUNTA DE ROBLES LOTE UNO,RIO CLARO,-35.279843,-71.163577,BAJO,61.05
2787,EL MAÑIO,YUNGAY,-37.067192,-72.0352,BAJO,20.2
2788,SANTA FILOMENA Y OTROS 2,NACIMIENTO,-37.363227,-72.904944,BAJO,99.29
2789,PARCELA 41 CASAS VIEJAS,RIO CLARO,-35.297571,-71.162894,BAJO,39.67
2790,EL SAUCE III,CHANCO,-35.607075,-72.474192,BAJO,301.25
2791,PARCELA 3B PURQUILIRQUE,CHANCO,-35.775635,-72.51312,BAJO,63.61
2792,RINCON DE VINCO,CONSTITUCION,-35.311607,-72.269023,BAJO,71.72
2793,HUALLE MOCHO,CONSTITUCION,-35.506748,-72.442361,BAJO,160.87
2794,ÑIPILCO LOTE 1,YUNGAY,-37.137775,-71.868345,BAJO,7.03
2795,SAN PEDRO Y OTRO,NACIMIENTO,-37.540137,-72.695704,MEDIO,41.84
2796,EL DIUQUIN (VUELO),CONSTITUCION,-35.439634,-72.438781,BAJO,3.31
2797,EL DIUQUIN (USUFRUCTO),CONSTITUCION,-35.439634,-72.438781,BAJO,35.64
2798,SANTA ROSA,TUCAPEL,-37.192979,-71.848822,BAJO,25.15
2799,EL PINO LOTE A,QUILLECO,-37.53959,-72.099904,BAJO,12.54
2800,"CHICA ESTANCIA LOTES A,B,C",RIO CLARO,-35.276596,-71.31321,BAJO,292.0
2801,HUAIHUE,SAN NICOLAS,-36.428136,-72.244334,BAJO,1306.6
2802,FUENTE DE AGUA,MOLINA,-35.27222,-71.142389,BAJO,488.01
2803,PARCELAS CASAS VIEJAS Y OTRO,RIO CLARO,-35.276494,-71.185628,BAJO,102.09
2804,ALTO ORIENTE LOTE 2,COBQUECURA,-36.050521,-72.723516,BAJO,42.98
2805,MALVEN COLHUE,MULCHEN,-37.731256,-72.399711,MEDIO,375.17
2806,POZO DE ORO PC-19 LT-B,TRAIGUEN,-38.131673,-72.73927,BAJO,31.8
2807,PISAGUA,SANTA BARBARA,-37.66945,-71.916756,BAJO,325.93
2808,EL CARMEN,SANTA BARBARA,-37.704714,-71.739243,BAJO,446.32
2809,HUACHI,SANTA BARBARA,-37.647066,-71.77729,BAJO,823.8
2810,SAN RAMON,MULCHEN,-37.832283,-72.021576,MEDIO,101.94
2811,LA TRANQUERA,MULCHEN,-37.945114,-72.105447,BAJO,555.61
2812,STA. CRISTINA Y OTROS,MULCHEN,-37.867595,-72.109042,MEDIO,453.68
2813,SAN JOSE PONIENTE,MULCHEN,-37.871758,-72.243801,MEDIO,580.51
2814,STA. CATALINA,MULCHEN,-37.803025,-72.17412,MEDIO,608.77
2815,VERDUN,MULCHEN,-37.776648,-72.24246,MEDIO,1009.23
2816,SANTA INES,MULCHEN,-37.820974,-72.00981,MEDIO,63.7
2817,SAN JOSE ORIENTE,MULCHEN,-37.876002,-72.21395,MEDIO,849.69
2818,EL MIRADOR,MULCHEN,-37.854413,-72.229955,MEDIO,363.15
2819,HUALLENCO,MULCHEN,-37.856171,-72.120654,MEDIO,419.5
2820,SANTA TERESA,MULCHEN,-37.833136,-72.090436,MEDIO,54.84
2821,BELLAVISTA,MULCHEN,-37.852719,-72.214107,MEDIO,643.79
2822,EL PEUMAL,MULCHEN,-37.853778,-72.165287,MEDIO,223.58
2823,SANTA SOFIA,MULCHEN,-37.779894,-72.157443,MEDIO,119.41
2824,EL RETIRO Y EL PORVENIR,MULCHEN,-37.815506,-72.043941,MEDIO,128.79
2825,EL PRADO A y B,MULCHEN,-37.933561,-72.14878,BAJO,859.69
2826,EL ROSARIO DE LINGUES,MULCHEN,-37.94364,-72.052157,BAJO,195.43
2827,LAS ACACIAS,MULCHEN,-37.894684,-72.17167,MEDIO,555.38
2828,SAN ANTONIO,LONCOCHE,-39.283313,-72.669786,BAJO,13.04
2829,LA CUESTA,LUMACO,-38.255184,-73.124294,MEDIO,215.71
2830,CALCOY Y OTROS,LUMACO,-38.35318,-73.279949,MEDIO,574.38
2831,EL CARMEN,LONCOCHE,-39.306911,-72.63081,BAJO,70.73
2832,LA MINA Y OTROS,LONCOCHE,-39.337184,-72.616672,BAJO,144.14
2833,LINCURA,LUMACO,-38.392697,-73.297743,MEDIO,63.63
2834,EL MARINO Y OTROS,LONCOCHE,-39.299424,-72.736358,BAJO,128.55
2835,LA MARIPOSA,LUMACO,-38.322374,-73.137807,MEDIO,177.65
2836,EL PEDERNAL,SANTA BARBARA,-37.604733,-72.057916,BAJO,75.92
2837,MANZANAR,QUILLECO,-37.506453,-71.726316,BAJO,391.98
2838,SANTA EMILIA OESTE VIVER,LOS ANGELES,-37.479453,-72.274269,BAJO,23.78
2839,PENABLANCA,SANTA BARBARA,-37.589605,-71.741877,BAJO,662.05
2840,LA CASTELLANA Y SAN PEDR,SANTA BARBARA,-37.735611,-71.697266,BAJO,965.08
2841,SAN SEBASTIAN DE LLANO B,LOS ANGELES,-37.573213,-72.173325,BAJO,116.36
2842,SAN MIGUEL,SANTA BARBARA,-37.547708,-71.794299,BAJO,116.32
2843,RAMADILLAS,QUILLECO,-37.495432,-71.733055,BAJO,469.36
2844,LOS LAURELES,SANTA BARBARA,-37.632727,-72.031541,BAJO,180.01
2845,EL QUILLAY Y EL ROBLE,SANTA BARBARA,-37.644127,-72.03432,BAJO,24.64
2846,PARCELA 34B ARILAHUEN,SANTA BARBARA,-37.620954,-72.004138,BAJO,20.9
2847,SANTA ROSA,QUILLECO,-37.386373,-71.829381,BAJO,80.41
2848,LOS CEREZOS,SANTA BARBARA,-37.656483,-71.69371,BAJO,471.13
2849,LOS CRISANTEMOS,QUILLECO,-37.400565,-71.944302,BAJO,144.45
2850,VEGAS DE SANTA EDELMIRA,QUILLECO,-37.425679,-71.780352,BAJO,108.29
2851,EL LAUREL,QUILLECO,-37.382916,-71.804943,BAJO,49.36
2852,PARCELA 23 Y 24 ARILAHUEN,SANTA BARBARA,-37.639132,-71.946127,BAJO,106.52
2853,SANTA IRENE,QUILLECO,-37.53215,-72.08658,BAJO,7.09
2854,LOS CUARTOS-LOS CRISTALE,LOS ANGELES,-37.596393,-72.230232,BAJO,848.94
2855,PENAS VERDES Y EL BOLICH,MULCHEN,-37.970715,-72.055191,BAJO,1319.32
2856,SAN LUIS DE MICAUQUEN,MULCHEN,-37.816605,-72.362284,MEDIO,31.31
2857,EL MIRADOR,MULCHEN,-37.631853,-72.256999,BAJO,765.77
2858,PARCELA 4 LOTE CONCHA,MULCHEN,-37.669253,-72.221099,BAJO,116.16
2859,LAS MALVINAS Y OTROS,MULCHEN,-37.942571,-71.930269,MEDIO,6408.99
2860,PARCELA 129 QUILAPALO,QUILACO,-37.828249,-71.916613,BAJO,293.28
2861,PICHIBUREO SUR,MULCHEN,-37.863196,-71.948192,MEDIO,999.09
2862,RUCALEMU,EL CARMEN,-36.876485,-71.799983,BAJO,55.02
2863,SAN EMILIO,CAUQUENES,-35.82322,-72.209384,BAJO,178.98
2864,SANTA FILOMENA,NACIMIENTO,-37.411893,-72.710264,MEDIO,104.78
2865,HIJUELA 2 SANTA CLEMENTINA Y OTRO,YUNGAY,-37.173692,-71.935201,BAJO,808.51
2866,LA LOMA Y LOMA DE MAYO,CONSTITUCION,-35.443124,-72.412212,BAJO,139.53
2867,SAN TOLENTINO Y SANTA DELIA,PEMUCO,-37.027098,-71.805585,BAJO,40.04
2868,EL CASTAÑO,NACIMIENTO,-37.500435,-72.883433,BAJO,34.96
2869,LAS POLILLAS,CHANCO,-35.589095,-72.576059,BAJO,22.87
2870,EL CASTAÑO 2,YUNGAY,-37.079813,-72.012087,BAJO,31.83
2871,EL QUILLAY,EMPEDRADO,-35.524964,-72.343888,BAJO,102.3
2872,PANQUEQUILLO,YUNGAY,-37.093733,-71.914611,BAJO,137.06
2873,LOTE A1 TEQUEL,CAUQUENES,-36.10289,-72.341302,BAJO,76.94
2874,PAINOME,CAUQUENES,-36.183928,-72.305759,BAJO,96.12
2875,BELLA VISTA,CHANCO,-35.703781,-72.482587,BAJO,309.6
2876,EL LLEUQUE LOTE 3,YUNGAY,-37.099951,-71.880901,BAJO,96.72
2877,CERRO ALTO,CONSTITUCION,-35.351443,-72.416862,BAJO,13.74
2878,ROCAS DE CONSTITUCION,CONSTITUCION,-35.363816,-72.39193,BAJO,78.05
2879,EL PERAL,CONSTITUCION,-35.366473,-72.420282,BAJO,189.64
2880,MAGUILLIN,CONSTITUCION,-35.377533,-72.461053,BAJO,612.47
2881,EL ROSAL,CONSTITUCION,-35.393439,-72.404213,BAJO,584.96
2882,EL PARRON SECTOR 2,CONSTITUCION,-35.527338,-72.533496,BAJO,1786.98
2883,PORVENIR CHICO,CONSTITUCION,-35.50955,-72.515324,BAJO,48.23
2884,PELLINES I,CONSTITUCION,-35.496378,-72.484234,BAJO,581.7
2885,SAN PEDRO Y LAS CANAS I,CONSTITUCION,-35.473175,-72.433783,BAJO,1426.45
2886,SAN PEDRO Y LAS CANAS II,CONSTITUCION,-35.486378,-72.394584,BAJO,1591.44
2887,SAN PEDRO Y LAS CANAS III,CONSTITUCION,-35.480171,-72.466481,BAJO,1415.2
2888,SAN PEDRO Y LAS CANAS IV,EMPEDRADO,-35.516775,-72.39196,BAJO,1609.39
2889,EL GUANACO,CONSTITUCION,-35.473503,-72.37289,BAJO,72.48
2890,SANTA JULIA,CONSTITUCION,-35.452682,-72.456948,BAJO,430.94
2891,PELLINES II,EMPEDRADO,-35.539464,-72.279428,BAJO,202.91
2892,EL HUILLIN,EMPEDRADO,-35.55136,-72.230101,BAJO,312.43
2893,CALABOZO,CONSTITUCION,-35.484763,-72.128836,BAJO,391.65
2894,SIERRA ALEGRE,EMPEDRADO,-35.603651,-72.329055,BAJO,703.48
2895,LAS MERCEDES,EMPEDRADO,-35.618682,-72.340981,BAJO,101.49
2896,COMPLEJO EMPEDRADO,EMPEDRADO,-35.649807,-72.317994,BAJO,2121.04
2897,SAN AGUSTIN Y SANTA ANGELA,CAUQUENES,-35.932031,-72.125507,BAJO,1306.41
2898,SAN FRANCISCO VIII,CAUQUENES,-35.788963,-72.260099,BAJO,652.96
2899,SAN LORENZO,CAUQUENES,-35.890731,-72.428064,BAJO,117.69
2900,PURAPEL,SAN JAVIER,-35.560437,-72.073209,BAJO,176.15
2901,BOTACURA,SAN JAVIER,-35.63055,-71.928547,BAJO,1956.94
2902,SANTA ELENA,SAN JAVIER,-35.665851,-71.926457,BAJO,806.54
2903,TALPEN RESTO LOTE A,CONSTITUCION,-35.243278,-72.27927,BAJO,469.82
2904,EL LITRE,CHANCO,-35.589306,-72.420867,BAJO,649.45
2905,PROBOSTE,EMPEDRADO,-35.551779,-72.384011,BAJO,1991.32
2906,GALUMAVIDA,EMPEDRADO,-35.572448,-72.382293,BAJO,1144.41
2907,SAN ANTONIO DE ELOCOYAN,LONCOCHE,-39.322221,-72.652436,BAJO,1782.58
2908,PULMAHUE,LONCOCHE,-39.426436,-72.484267,BAJO,1229.94
2909,CASCADA,LONCOCHE,-39.449062,-72.499901,BAJO,1399.39
2910,EL SOL,LONCOCHE,-39.285786,-72.705547,BAJO,488.25
2911,LAS MALOCAS,LONCOCHE,-39.3328,-72.37209,BAJO,1131.69
2912,LA MANANA,LONCOCHE,-39.29747,-72.642581,BAJO,44.77
2913,LAS LILAS LOTE 3 A1,LONCOCHE,-39.380709,-72.621937,BAJO,151.8
2914,LEMUNANTU,LONCOCHE,-39.481457,-72.335487,BAJO,486.24
2915,SANTA IRENE Y OTROS,TRAIGUEN,-38.125634,-72.595756,BAJO,289.14
2916,PARCELA 5 ESTRELLA REGIONAL,TRAIGUEN,-38.189995,-72.639029,BAJO,38.13
2917,HIJUELA LA SUERTE LOTE 2,MULCHEN,-37.815394,-72.050233,MEDIO,28.14
2918,PARCELA 20 SANTA TERESA LOTE A-1,MULCHEN,-37.844242,-72.073821,MEDIO,14.97
2919,PARCELA 3 CAMPO LINDO,MULCHEN,-37.82965,-72.171725,MEDIO,172.38
2920,PARCELA 20 SANTA TERESA LOTE A-3,MULCHEN,-37.842132,-72.0782,MEDIO,58.97
2921,CAMELLONES,NACIMIENTO,-37.460974,-72.707521,MEDIO,100.68
2922,CARMEN ALTO,NACIMIENTO,-37.427089,-72.722637,MEDIO,885.95
2923,CERRO ALTO,NACIMIENTO,-37.55064,-72.726057,MEDIO,172.31
2924,CORDILLERA,NACIMIENTO,-37.450613,-72.712183,MEDIO,81.41
2925,LAS OSTRAS,LUMACO,-38.359429,-73.031584,MEDIO,20.3
2926,SAN RAMON LOTE A,MARIQUINA,-39.313903,-72.87244,BAJO,17.83
2927,QUICHAMAHUIDA LOTE A,TRAIGUEN,-38.283161,-72.571407,BAJO,196.46
2928,LA NEGRA,TRAIGUEN,-38.295805,-72.732667,BAJO,33.79
2929,IDAICO,LUMACO,-38.225309,-73.109081,MEDIO,23.97
2930,LA INVERNADA,TRAIGUEN,-38.297546,-72.728225,BAJO,29.37
2931,PARCELA 88 RELUN LOTE 1,LUMACO,-38.25193,-73.198839,MEDIO,155.94
2932,SANTA FILOMENA,LONCOCHE,-39.297008,-72.841583,BAJO,55.66
2933,LA PUNTILLA,MULCHEN,-37.883889,-71.917764,MEDIO,823.16
2934,PARCELA 132 QUILAPALOS Y OTROS,QUILACO,-37.83566,-71.882421,BAJO,1433.64
2935,SAN MARTIN,MULCHEN,-37.994062,-72.065395,BAJO,754.26
2936,PICHIBUREO II,MULCHEN,-37.85415,-71.918236,MEDIO,2887.24
2937,SANTA EMA,MULCHEN,-37.942314,-72.024845,BAJO,1028.65
2938,CASAS DE PICHIBUREO,MULCHEN,-37.804006,-71.984269,MEDIO,877.23
2939,PARCELA LOTE A,MULCHEN,-37.729782,-72.263187,MEDIO,57.67
2940,EL MAQIO HIJUELA 5,MULCHEN,-37.806644,-72.076904,MEDIO,50.78
2941,EL MANIO HIJUELA 1 Y 2,MULCHEN,-37.788707,-72.095227,MEDIO,151.07
2942,QUILAMALVEN,MULCHEN,-37.755889,-72.422036,MEDIO,978.17
2943,LOS PINOS,MULCHEN,-37.776818,-72.410109,MEDIO,300.67
2944,SELVA NEGRA,MULCHEN,-37.770403,-72.388225,MEDIO,494.18
2945,SAN LUIS DE QUIMPO,MULCHEN,-37.817607,-72.376774,MEDIO,102.78
2946,MICAUQUEN,MULCHEN,-37.818695,-72.359613,MEDIO,90.73
2947,SANTA LUISA,MULCHEN,-37.808399,-72.289433,MEDIO,83.9
2948,SAN ANDRES,MULCHEN,-37.822019,-72.299177,MEDIO,758.96
2949,EL MEMBRILLO,MULCHEN,-37.803041,-72.290685,MEDIO,50.34
2950,SAN LUIS,MULCHEN,-37.790295,-72.294233,MEDIO,498.36
2951,TIERRAS PARA CHILE PARCELA 21,QUILACO,-37.674376,-72.105848,BAJO,45.61
2952,TIERRAS PARA CHILE PARC.35-36-37-39,QUILACO,-37.689797,-72.081973,BAJO,292.63
2953,SAN PEDRO PARCELA 7,MULCHEN,-37.764171,-71.991363,BAJO,55.06
2954,LAS MARAVILLAS,MULCHEN,-37.917759,-72.055534,BAJO,117.5
2955,SANTA ELENA,MULCHEN,-37.846527,-72.186099,MEDIO,770.82
2956,CHORRILLOS Y P.1 EL CISNE LOTES 5 Y 6,MULCHEN,-37.932518,-72.075304,BAJO,234.35
2957,EL LAUREL,MULCHEN,-37.775664,-72.116209,MEDIO,90.59
2958,EL CISNE PARCELA 2,MULCHEN,-37.949819,-72.084793,BAJO,108.63
2959,EL CISNE PARCELA 9,MULCHEN,-37.990309,-72.102418,BAJO,146.37
2960,SANTA CAROLINA,LONCOCHE,-39.437766,-72.547446,BAJO,102.1
2961,PARCELAS SANTA ANA,LONCOCHE,-39.266389,-72.62006,BAJO,115.66
2962,RUCALHUE,LOS LAGOS,-39.994022,-72.453779,BAJO,1343.63
2963,SAN ANTONIO 3,LANCO,-39.567337,-72.613297,BAJO,99.0
2964,EL SOTILLO 2,LANCO,-39.617879,-72.573003,BAJO,180.24
2965,PANQUINILAHUE,LANCO,-39.548332,-72.610011,BAJO,25.59
2966,LAS MINAS Y OTROS,LANCO,-39.551133,-72.615571,BAJO,124.15
2967,EL SOTILLO 1,LANCO,-39.588537,-72.612413,BAJO,956.44
2968,PARCELA 7 PURAPEL,SAN JAVIER,-35.693425,-72.020863,BAJO,37.79
2969,SAN VICENTE-EL QUILLAY,EL CARMEN,-36.860007,-71.706324,BAJO,26.55
2970,SAN JUAN DE RARINCO LOTE 1,LOS ANGELES,-37.398556,-72.363969,BAJO,147.26
2971,VALDIVIA,CONSTITUCION,-35.225282,-72.251375,BAJO,29.97
2972,CATIMAY,MULCHEN,-37.829481,-72.121591,MEDIO,145.01
2973,TUTUCURA,PENCAHUE,-35.294931,-71.735463,BAJO,672.3
2974,LA GRANJA,CAUQUENES,-35.922173,-72.246282,BAJO,61.05
2975,LA GRANJA 2,CAUQUENES,-35.93075,-72.251919,BAJO,69.3
2976,RANCHO ENTRE RIOS,LOS ANGELES,-37.369929,-72.395265,BAJO,80.21
2977,LAGUNILLAS,LONGAVI,-36.188111,-71.428852,BAJO,39.19
2978,EL PINO I,LOS ANGELES,-37.250284,-72.457913,BAJO,89.65
2979,SANTA JOVINA,TRAIGUEN,-38.156767,-72.550338,BAJO,196.2
2980,EL FORTIN,TRAIGUEN,-38.122234,-72.573897,BAJO,175.89
2981,SAN BENITO,TRAIGUEN,-38.119876,-72.567151,BAJO,98.52
2982,PALOMAR,TRAIGUEN,-38.129393,-72.564005,BAJO,48.14
2983,PARCELA 8 ANCUD,QUILACO,-37.712115,-71.969996,BAJO,14.08
2984,EL PELADO Y LOS NOGALES LOTE 1,CAUQUENES,-36.117586,-72.1883,BAJO,47.14
2985,SANTA ROSA,SAN JAVIER,-35.506612,-71.882923,BAJO,456.85
2986,EL PELADO Y LOS NOGALES 2,CAUQUENES,-36.109516,-72.185445,BAJO,53.28
2987,LAS QUILAS Y OTROS,QUILLECO,-37.47014,-71.820929,BAJO,65.68
2988,SANTA JULIA,LOS ANGELES,-37.531653,-72.46954,BAJO,20.48
2989,SANTA LUISA Y SANTA TERESA,CHILLAN,-36.621554,-72.338446,BAJO,138.65
2990,LAS TABLAS,PARRAL,-36.334734,-71.488527,BAJO,84.42
2991,LA QUEBRADA,SAN JAVIER,-35.55092,-71.904083,BAJO,179.07
2992,HIJUELA 5 CASAS DE CALIBORO,SAN JAVIER,-35.808993,-71.888614,BAJO,74.74
2993,AMPLIA VISTA (CU),MULCHEN,-37.649454,-72.363678,MEDIO,104.91
2994,PARCELA 7 CHUMULCO,MULCHEN,-37.796032,-72.275173,MEDIO,53.48
2995,PILIN PICHICULLIN,VALDIVIA,-39.658408,-73.316471,BAJO,160.68
2996,LOS VENADOS Y LOS LINGUES,MARIQUINA,-39.491864,-73.108411,BAJO,299.37
2997,LA INVERNADA,NEGRETE,-37.642289,-72.625727,MEDIO,385.97
2998,LA SUERTE,NACIMIENTO,-37.532513,-72.715192,MEDIO,781.65
2999,LOS BARROS,NACIMIENTO,-37.590695,-72.945364,BAJO,4386.79
3000,MARIMAN,NEGRETE,-37.617972,-72.513701,MEDIO,446.56
3001,MENIR,NACIMIENTO,-37.56951,-72.77271,MEDIO,2988.98
3002,NIMAHUE,NACIMIENTO,-37.472022,-72.768835,BAJO,91.66
3003,PICHUN,NACIMIENTO,-37.500798,-72.757816,MEDIO,2204.54
3004,LAS NIEVES Y OTROS,NACIMIENTO,-37.525918,-72.652801,MEDIO,4.68
3005,POCO A POCO,NACIMIENTO,-37.430124,-72.749426,MEDIO,216.91
3006,ROBLE HUACHO,NACIMIENTO,-37.568976,-72.73152,MEDIO,164.13
3007,CERRO ALTO 2,NACIMIENTO,-37.460238,-72.723545,MEDIO,25.77
3008,SAN ANTONIO HIJUELA 1,NACIMIENTO,-37.495514,-72.724076,MEDIO,1298.69
3009,SAN MIGUEL,NACIMIENTO,-37.521848,-72.705097,MEDIO,77.83
3010,SAN PEDRO DE CARRIZAL,NACIMIENTO,-37.584942,-72.659515,MEDIO,445.14
3011,SAN PEDRO DE MENIR,NACIMIENTO,-37.534603,-72.759641,MEDIO,703.7
3012,SAN PEDRO DE PICHUN,NACIMIENTO,-37.523182,-72.78592,MEDIO,314.91
3013,SANTA ADRIANA,NACIMIENTO,-37.565673,-72.817735,MEDIO,1744.34
3014,SIETE ARBOLES,NACIMIENTO,-37.47009,-72.877933,BAJO,109.69
3015,EL INFIERNILLO,NACIMIENTO,-37.544728,-72.739697,MEDIO,52.05
3016,LOS ROBLES,NACIMIENTO,-37.519599,-72.896041,BAJO,132.07
3017,EL MILAGRO Y OTROS,NACIMIENTO,-37.505642,-72.873874,BAJO,377.59
3018,LOS CANELOS,NACIMIENTO,-37.512033,-72.8964,BAJO,257.85
3019,LOS LAURELES,NACIMIENTO,-37.528901,-72.896801,BAJO,113.97
3020,MONTE REDONDO,LUMACO,-38.197124,-73.043698,MEDIO,42.48
3021,SAN PEDRO DE COLPI B,TRAIGUEN,-38.297044,-72.725129,BAJO,11.2
3022,PARCELA 100 LAS CARPAS,LUMACO,-38.216445,-73.068093,MEDIO,117.09
3023,DON SIXTO,LUMACO,-38.343702,-73.021562,MEDIO,29.93
3024,DON FELIDOR,LUMACO,-38.358987,-73.05562,MEDIO,16.53
3025,PARCELA 87 RELUN,LUMACO,-38.239833,-73.189858,MEDIO,173.25
3026,QUECHEREGUAS,TRAIGUEN,-38.169698,-72.57875,BAJO,39.75
3027,DON FELINO LOTE A,LUMACO,-38.322103,-73.09321,MEDIO,30.58
3028,SANTA IRIA,LUMACO,-38.329287,-72.973384,MEDIO,33.15
3029,EL LEON,LUMACO,-38.34681,-73.030697,MEDIO,67.06
3030,SAN FLORENCIO,LUMACO,-38.330115,-73.260946,MEDIO,38.69
3031,SAN PEDRO DE COLPI,TRAIGUEN,-38.298244,-72.723833,BAJO,21.29
3032,LAS SETENTA,LONCOCHE,-39.277661,-72.719468,BAJO,70.95
3033,LA MESILLA,CURICO,-35.190404,-71.075508,BAJO,44.67
3034,LOS TRAGUILLOS,CURICO,-35.15827,-71.107868,BAJO,102.72
3035,LO MAGALY-SAN LUIS,QUILLECO,-37.46096,-71.795054,BAJO,487.37
3036,EL MEMBRILLO (CAUTIN),TRAIGUEN,-38.162666,-72.572587,BAJO,114.86
3037,CIFUENTES,YUNGAY,-37.067479,-71.778319,BAJO,82.12
3038,EL PINARCITO,PUREN,-38.080448,-73.025722,BAJO,11.34
3039,QUILQUÉN LT-1B1,TRAIGUEN,-38.132323,-72.725706,BAJO,30.24
3040,SANTA ISABEL LOTE 2,LANCO,-39.481729,-72.780221,BAJO,21.69
3041,CURICHE LOTE C,LONCOCHE,-39.342674,-72.785777,BAJO,201.02
3042,SANTA ELENA Y LOS DERRAMES,PUREN,-38.123303,-73.061493,MEDIO,168.37
3043,PILFE Y TRANA,LANCO,-39.469729,-72.789978,BAJO,46.27
3044,"LOS COPIHUES LOTES 8,9,10 Y 11",SANTA BARBARA,-37.65008,-71.856702,BAJO,194.8
3045,PLANTA LAJA,LAJA,-37.289327,-72.707987,BAJO,135.24
3046,PLANTA SANTA FE,NACIMIENTO,-37.52285,-72.649398,MEDIO,329.0
3047,EL AGRO,NEGRETE,-37.584659,-72.539101,MEDIO,18.51
3048,ASERRADERO LONCOCHE,LONCOCHE,-39.356967,-72.636387,BAJO,7.26
3049,ASERRADERO MULCHEN,MULCHEN,-37.701465,-72.260281,BAJO,48.91
3050,PLANTA REMANUFACTURA,LOS ANGELES,-37.339152,-72.37902,BAJO,29.53
