id,nombre_predio,comuna,latitud,longitud,nivel_importancia,hectareas
718,SANTA TERESA (GORBEA_JARA),GORBEA,-39.081113,-72.726118,BAJO,11.89
719,EL PORVENIR (2011),CHOLCHOL,-38.61204,-72.882778,ALTO,95.84
720,LA HORMIGA,VILCUN,-38.727063,-72.135192,MEDIO,19.1
721,HJ-3 SAN FRANCISCO,CHOLCHOL,-38.616616,-72.922609,ALTO,54.0
722,ZAPALLAR,CHOLCHOL,-38.622378,-72.818864,BAJO,15.63
723,POCO A POCO Y OTROS,GORBEA,-39.243968,-72.813603,BAJO,186.53
724,PARCELA 7 RIO COLO,VICTORIA,-38.192559,-72.139747,ALTO,35.6
725,SAN LUIS DE FORTIN,ANGOL,-37.92685,-72.609416,MEDIO,521.89
726,PARCELA 19-22-23 LOLENCO,ANGOL,-37.939348,-72.576792,MEDIO,267.44
727,LOS RETAMOS,ERCILLA,-38.055845,-72.527984,MEDIO,758.79
728,ALBOYANCO PARCELA 20,ANGOL,-37.993294,-72.59347,MEDIO,201.07
729,SAN JOSE DE CHOCOMBE Y OTROS,ERCILLA,-38.026375,-72.391237,MEDIO,400.98
730,POLUCO Y PIDENCO,ERCILLA,-38.070229,-72.495059,MEDIO,1768.73
731,SAN ROBERTO,TRAIGUEN,-38.09879,-72.48126,MEDIO,151.08
732,LA HUACHA,VICTORIA,-38.188844,-72.366817,MEDIO,353.05
733,LAS VERTIENTES,VICTORIA,-38.197811,-72.359266,MEDIO,134.49
734,PARCELA 6 LA AURORA,VICTORIA,-38.202223,-72.090262,ALTO,35.76
735,PARCELA 15 LOTE B NUPANGUE,ERCILLA,-38.049049,-72.538798,MEDIO,141.68
736,SANTA ROSA DE HUEQUEN,ERCILLA,-38.119043,-72.247068,ALTO,366.58
737,SAN SEBASTIAN,VICTORIA,-38.193049,-72.307418,ALTO,43.61
738,PARCELA 10 MALLECO LOTE A,ERCILLA,-38.135004,-72.166144,ALTO,15.14
739,PARCELA 14 LA AURORA LOT,VICTORIA,-38.191483,-72.061639,ALTO,19.46
740,PARCELA 10 RIO COLO,VICTORIA,-38.199557,-72.142425,ALTO,38.58
741,PARCELA 15 CHEQUENCO,ERCILLA,-38.037698,-72.419526,MEDIO,45.24
742,PARCELA 22 RUCAMILLA LOTE-B1,ERCILLA,-38.155426,-72.185494,ALTO,6.49
743,PARCELA 12 LOS CASTAÑOS,ERCILLA,-38.150059,-72.111924,ALTO,42.78
744,PARCELA 24  BERNARDO OHIGGINS LOTE B,VICTORIA,-38.247713,-72.042543,MEDIO,27.89
745,PARCELA 17 RUCAMILLA LOTE-C,ERCILLA,-38.153925,-72.206141,ALTO,22.54
746,PARCELA 13 SARA MALLECO,ERCILLA,-38.134375,-72.154964,ALTO,34.59
747,PARCELA 40 LAS VERTIENTES,VICTORIA,-38.21256,-72.497723,MEDIO,46.51
748,PARCELA 13 RUCAMILLA LOTE B,ERCILLA,-38.159935,-72.217033,ALTO,25.61
749,SAN LUIS F.HIJ.A LOTE C,ANGOL,-37.916312,-72.631715,MEDIO,121.7
750,CARMEN DE ANGOL,ANGOL,-37.928945,-72.533047,MEDIO,351.44
751,PARCELAS 20 Y 21 CHEQUENCO,ERCILLA,-38.025619,-72.425471,MEDIO,103.15
752,PARCELA 13 RUCAMILLA LOTE A,ERCILLA,-38.160282,-72.2119,ALTO,50.13
753,PARCELA 18 ONTARIO,VICTORIA,-38.281379,-72.138768,MEDIO,91.81
754,PARCELA 7 LA SELVA,VICTORIA,-38.251112,-72.135485,MEDIO,35.23
755,PARCELA 7 ONTARIO LOTE-A,VICTORIA,-38.268291,-72.092195,MEDIO,33.85
756,PARCELAS 23 Y 7 SAN RAMON,ERCILLA,-38.02459,-72.473618,MEDIO,128.17
757,HIJUELA JAVIERITO UNO Y DOS,VICTORIA,-38.39438,-72.198505,MEDIO,4.99
758,SAN IGNACIO LOTE-1,LOS SAUCES,-37.938592,-72.906779,BAJO,63.97
759,SANTA LAURA DE GUADABA 1 Y 3,LOS SAUCES,-37.93051,-72.89275,BAJO,45.75
760,SANTA LAURA DE GUADABA-3,LOS SAUCES,-37.927164,-72.895697,BAJO,2.9
761,HIJUELA 4 FUNDO EL CARMEN,LOS SAUCES,-38.097115,-72.648167,MEDIO,98.81
762,EL CALVARIO O SAN AURELIO,ANGOL,-37.626182,-72.862257,BAJO,24.56
763,BUENAVISTA 1,LOS SAUCES,-37.926649,-72.861603,BAJO,219.2
764,BUENAVISTA 2,LOS SAUCES,-37.931245,-72.864624,BAJO,34.1
765,PARCELA 9 MAITENREHUE LOTE A,ANGOL,-37.701405,-72.802093,BAJO,144.35
766,SAN JOAQUIN,LOS SAUCES,-37.912834,-73.000208,BAJO,42.3
767,PARCELA 12 LOLENCO LOTE-A,ANGOL,-37.890257,-72.587162,MEDIO,14.62
768,SAN RUBEN,LOS SAUCES,-37.947979,-72.892154,BAJO,46.77
769,LA LUZ,LOS SAUCES,-37.947176,-72.884163,BAJO,23.0
770,PARCELA 9 MAITENREHUE LOTE C,ANGOL,-37.699839,-72.798549,BAJO,19.33
771,SAN MIGUEL-LA GRANJA Y OTROS,LOS SAUCES,-37.948102,-72.727034,MEDIO,648.87
772,PARCELA 19 MAITENREHUE LOTE B,ANGOL,-37.719067,-72.871154,BAJO,113.07
773,PARCELA 21 TOLPAN,RENAICO,-37.665783,-72.664215,BAJO,18.59
774,PARC 3 QUILLOTA,ANGOL,-37.733361,-72.681396,BAJO,53.1
775,QUILPUE LOTE A,ANGOL,-37.736683,-72.701116,BAJO,246.87
776,PARCELA 14 CATRIMALAL,ANGOL,-37.759937,-72.647554,BAJO,151.71
777,PARCELA 36 MAITENREHUE,ANGOL,-37.663408,-72.859293,BAJO,135.75
778,LAS CAMELIAS A-B,ANGOL,-37.72661,-72.724821,BAJO,27.8
779,PAR.29 MAITENRREHUE L-A1,ANGOL,-37.648012,-72.885092,BAJO,200.41
780,HERMANDAD CAMPESINA P6,RENAICO,-37.680421,-72.522084,MEDIO,37.17
781,HIJUELAS 1 Y 2 TOLPÁN,RENAICO,-37.667856,-72.66646,BAJO,12.01
782,EL MANZANO,ANGOL,-37.624677,-72.866657,BAJO,37.67
783,PARCELA.20 MAITENREHUE LOTE D1,ANGOL,-37.700914,-72.871123,BAJO,33.29
784,CASA PIEDRA (PARCELA 26 MAITENREHUE),ANGOL,-37.672541,-72.919436,BAJO,34.26
785,HIJUELA LOMAS DEL TORO B,ANGOL,-37.616135,-72.917729,BAJO,27.36
786,SAN EUJENIO LOTE A,ANGOL,-37.621205,-72.911052,BAJO,27.1
787,HIJUELA LOMAS DEL TORO L.A,ANGOL,-37.626779,-72.915961,BAJO,10.99
788,LAS PINAS,RENAICO,-37.693637,-72.701715,BAJO,14.1
789,P.3 H.CAMPESINA LOTE A2,RENAICO,-37.68006,-72.50499,MEDIO,18.44
790,PARCELA 16 C.BLANCA L1,RENAICO,-37.685163,-72.523556,MEDIO,15.19
791,PARCELA 8 H. CAMPESINA,RENAICO,-37.676665,-72.53047,MEDIO,40.62
792,PARCELA 17 C.BLANCA L.1,RENAICO,-37.689016,-72.521728,MEDIO,32.03
793,MAITENREHUE PARCELA 14 LOTE B,ANGOL,-37.6918,-72.809258,BAJO,15.43
794,MAITENREHUE PARCELA 14 LOTE C,ANGOL,-37.694498,-72.807631,BAJO,26.49
795,MAITENREHUE PARCELA 14  LOTE A,ANGOL,-37.689851,-72.811287,BAJO,20.62
796,MAITENREHUE PARCELA 14 LOTE D,ANGOL,-37.695937,-72.813534,BAJO,31.8
797,MAITENREHUE PARCELA 14 LOTE E,ANGOL,-37.69052,-72.816381,BAJO,36.05
798,PARCELA 61 MAITENREHUE,ANGOL,-37.644871,-72.743884,BAJO,53.28
799,ANILEHUE,ANGOL,-37.849949,-72.643632,MEDIO,14.63
800,CASABLANCA,ANGOL,-37.761797,-72.720256,BAJO,347.86
801,CATRIPITRA,ANGOL,-37.626113,-72.782436,BAJO,285.98
802,CERRO DE PIEDRA,ANGOL,-37.660259,-72.920774,BAJO,337.71
803,EL ALMENDRO,RENAICO,-37.69828,-72.664071,BAJO,1869.83
804,EL ARENAL,ANGOL,-37.65404,-72.809872,BAJO,229.08
805,EL AROMO,ANGOL,-37.62086,-72.756527,BAJO,267.4
806,EL CERRO,ANGOL,-37.771758,-72.738659,BAJO,99.2
807,EL LINGUE,ANGOL,-37.598422,-72.777638,BAJO,298.53
808,EL PEUMO,ANGOL,-37.6454,-72.774673,BAJO,399.64
809,EL RETIRO,ANGOL,-37.797159,-72.766608,BAJO,1216.1
810,EL BOLDO Y OTROS,TEODORO SCHMIDT,-38.904353,-73.115354,MEDIO,152.45
811,TRAHUAHUI Y OTRO,NUEVA IMPERIAL,-38.827974,-73.094268,MEDIO,85.2
812,SANTA GERTRUDIS,CARAHUE,-38.752892,-73.166035,MEDIO,37.97
813,PARCELA 5 Y 6 EL ALMA,SAAVEDRA,-38.771895,-73.263815,MEDIO,25.96
814,EL CARMEN,CARAHUE,-38.62211,-73.254575,BAJO,95.6
815,ALTO CHELLE LOTE 2,TEODORO SCHMIDT,-38.995848,-73.128465,MEDIO,6.42
816,MADILHUE,LUMACO,-38.43622,-72.998536,ALTO,49.31
817,LA LIBERTAD,NUEVA IMPERIAL,-38.603319,-73.062089,BAJO,38.83
818,EL CARMEN CARAHUE,CARAHUE,-38.729127,-73.216951,MEDIO,15.02
819,BUENAVISTA LOTES,CARAHUE,-38.806681,-73.202827,MEDIO,13.42
820,EL PORVENIR 4,NUEVA IMPERIAL,-38.606503,-73.06742,BAJO,120.75
821,LAS NOCHAS,CARAHUE,-38.578919,-73.301557,BAJO,36.76
822,LOS COIHUES II,CARAHUE,-38.591482,-73.345188,BAJO,53.52
823,LAS MERCEDES III,CARAHUE,-38.593287,-73.07225,BAJO,50.55
824,HIJUELA 19 LAS QUEMAS,TOLTEN,-39.119025,-73.00564,BAJO,30.31
825,SAN RICARDO (USUFRUCTO),CARAHUE,-38.659213,-73.15275,BAJO,72.75
826,EL AVELLANO (CAUTIN),CARAHUE,-38.68607,-73.168785,BAJO,63.12
827,PC-N┬║ 17 PANCUL,CARAHUE,-38.753984,-73.107239,MEDIO,38.59
828,SAN CARLOS (CAUTIN),NUEVA IMPERIAL,-38.717423,-72.933169,BAJO,14.88
829,PC-N┬║ 20 PANCUL TREN-TREN,CARAHUE,-38.764033,-73.087859,MEDIO,30.89
830,MADILHUE PINE TREE ONE,LUMACO,-38.443939,-73.058646,ALTO,15.17
831,EL CHILCO SALANDA (HUAMAQUI),LUMACO,-38.447908,-73.045056,ALTO,8.07
832,LAS TRIACAS B (LAS TRIACAS SUR CERRO VERDE),NUEVA IMPERIAL,-38.558086,-73.043028,ALTO,62.44
833,SAN IGNACIO - QUIRIPÍO,CARAHUE,-38.63709,-73.234393,BAJO,43.89
834,CARIÑENA,CARAHUE,-38.446343,-73.113442,ALTO,6.33
835,LT-2B LOS GUINDOS,NUEVA IMPERIAL,-38.709431,-73.025125,BAJO,1.54
836,LT-A1 HJ-SAN LUIS (RANQUILCO ALTO),NUEVA IMPERIAL,-38.700972,-73.027095,BAJO,5.48
837,HJ-N┬║ 7 - LAS ÑOCHAS,CARAHUE,-38.569841,-73.314388,BAJO,3.73
838,HJ-N┬║ 16 B,CARAHUE,-38.580848,-73.35772,BAJO,5.27
839,LOTE 2 DE LA HIJUELA N┬░ 15 BAJO LONCOYAMO,CARAHUE,-38.597139,-73.431699,ALTO,4.86
840,SAN JORGE (CAUTIN),NUEVA IMPERIAL,-38.543682,-73.059422,ALTO,101.32
841,"LT-N┬║ 1, 2, 3, 4 - LAS ÑOCHAS",CARAHUE,-38.565297,-73.341209,BAJO,12.17
842,ALTO YUPEHUE,CARAHUE,-38.51327,-73.435877,ALTO,45.63
843,LT-N┬║ 2 AILLINCO,CARAHUE,-38.433129,-73.41153,ALTO,24.6
844,LT-N┬║ 2 HJ-S/N AILLINCO,CARAHUE,-38.451489,-73.414376,ALTO,48.54
845,HJ-N┬║ 8 - ALTO YUPEHUE,CARAHUE,-38.521841,-73.375856,ALTO,20.15
846,LOS LAURELES (CAUTIN),CARAHUE,-38.458757,-73.319195,MEDIO,18.7
847,HJ-N┬║ 15 - ARAUCARIAS,CARAHUE,-38.509711,-73.241268,BAJO,0.61
848,LOS MÁRTIRES,CARAHUE,-38.528849,-73.435375,ALTO,18.07
849,EL YUPEHUE,CARAHUE,-38.525457,-73.409667,ALTO,4.37
850,EL DESENGAÑO LT-N┬░4,NUEVA IMPERIAL,-38.808885,-72.992051,MEDIO,20.37
851,MADILHUE SALANDA,LUMACO,-38.445907,-73.051058,ALTO,42.35
852,ALAGÓN,CARAHUE,-38.457289,-73.117632,ALTO,9.42
853,LT-A Y B TROVOLHUE,CARAHUE,-38.582861,-73.362211,BAJO,10.58
854,LT-1 HJ-N┬░ 15 BAJO LONCOYAMO,CARAHUE,-38.604049,-73.435729,ALTO,0.96
855,LT-A2 HJ-SAN LUIS (RANQUILCO ALTO),NUEVA IMPERIAL,-38.703506,-73.02754,BAJO,13.3
856,HJ-ALTO YUPEHUE,CARAHUE,-38.524306,-73.427708,ALTO,56.11
857,HJ-N┬║ 1 - ALTO YUPEHUE,CARAHUE,-38.517992,-73.402273,ALTO,11.39
858,LOS GUINDOS HJ-2 - LT-C,NUEVA IMPERIAL,-38.713676,-73.02656,BAJO,2.8
859,LOS GUINDOS LT-A2,NUEVA IMPERIAL,-38.703448,-73.022179,BAJO,18.82
860,HJ-N┬║ 33 - LAS ÑOCHAS (PINO HUACHO),CARAHUE,-38.566871,-73.316612,BAJO,14.67
861,HJ-N┬║ 38 - LAS ÑOCHAS,CARAHUE,-38.572051,-73.320362,BAJO,21.44
862,LA FORTUNA,ERCILLA,-38.089752,-72.223107,ALTO,235.93
863,SAN PEDRO,ERCILLA,-38.097097,-72.310179,ALTO,80.71
864,NUEVA FRANCIA,ERCILLA,-38.097433,-72.263487,ALTO,520.04
865,ARIZONA,ERCILLA,-38.0724,-72.311426,ALTO,77.31
866,EL ROSAL,ERCILLA,-38.062894,-72.318683,ALTO,146.73
867,NUEVA ESCOCIA,ERCILLA,-38.091885,-72.300397,ALTO,51.2
868,EL HUEQUEN,ERCILLA,-38.135197,-72.206899,ALTO,226.4
869,LOS COPIHUES,ERCILLA,-38.166295,-72.080556,ALTO,505.05
870,EL RETIRO CHICO,VICTORIA,-38.284921,-72.114126,MEDIO,233.75
871,LA ESPERANZA,VICTORIA,-38.264079,-72.078023,MEDIO,431.91
872,LAS MERCEDES Y OTRO,VICTORIA,-38.235519,-72.218818,MEDIO,333.84
873,HOSPITAL,VICTORIA,-38.231175,-72.157922,MEDIO,404.96
874,SAN ANDRES,VICTORIA,-38.242949,-72.069241,MEDIO,725.2
875,PARCELAS CHEQUENCO,ERCILLA,-38.037602,-72.439894,MEDIO,256.84
876,PARCELA 7 PROYECTO REQUEN,ERCILLA,-38.004855,-72.527049,MEDIO,78.44
877,BELLAVISTA,ANGOL,-37.949555,-72.595867,MEDIO,191.2
878,BELLAVISTA 2,ANGOL,-37.959467,-72.60442,MEDIO,24.52
879,SANTA ALICIA LOTE A,ANGOL,-37.989573,-72.549052,MEDIO,315.24
880,TACNA,ANGOL,-37.922468,-72.565271,MEDIO,259.95
881,EL UNO,VICTORIA,-38.380381,-72.13966,MEDIO,232.22
882,ENTRE RIOS,CURACAUTIN,-38.432227,-71.946005,MEDIO,81.08
883,"PEHUENCO PARC.12,13 Y 18",VICTORIA,-38.317807,-71.976841,MEDIO,283.13
884,PARCELAS CALIFORNIA,VICTORIA,-38.274572,-72.015705,MEDIO,96.76
885,PARCELAS ONTARIO,VICTORIA,-38.272239,-72.120069,MEDIO,267.08
886,FILADELFIA LOTE 3A,VICTORIA,-38.24203,-72.167846,MEDIO,45.4
887,SANTA AMALIA Y BERNARDO O'HIGGINS,VICTORIA,-38.212451,-72.040784,MEDIO,236.57
888,SANTA ROSA DE HUEQUEN,ERCILLA,-38.11385,-72.227822,ALTO,280.18
889,TRES MONTES Y MELA,ERCILLA,-38.111191,-72.287757,ALTO,124.78
890,ARIZONA 1 Y 2,ERCILLA,-38.072544,-72.318409,ALTO,116.27
891,ROSARIO 4 PARCELA 1,VICTORIA,-38.372506,-72.165739,MEDIO,19.72
892,PARCELA I SAN RAMON,ERCILLA,-38.023269,-72.435529,MEDIO,48.47
893,LAS MARAVILLAS,VICTORIA,-38.367153,-72.252001,MEDIO,44.17
894,PARCELA 25 SAN RAMON,ERCILLA,-38.023407,-72.463681,MEDIO,5.58
895,LAS VIOLETAS,ERCILLA,-38.072626,-72.332921,ALTO,41.8
896,PARCELA 21 CALIFORNIA,VICTORIA,-38.284275,-72.036009,MEDIO,38.82
897,EL CRIADERO,ERCILLA,-38.142068,-72.183923,ALTO,378.87
898,PARC. 3 SARA MALLECO,ERCILLA,-38.132046,-72.179339,ALTO,10.68
899,PARC. 4 ONTARIO,VICTORIA,-38.251479,-72.096979,MEDIO,38.6
900,PARC. 18 SARA MALLECO,ERCILLA,-38.148341,-72.156283,ALTO,68.82
901,PARCELA 2 SAN CARLOS LOTE A,VICTORIA,-38.405531,-72.146126,MEDIO,16.84
902,MARILUAN,VICTORIA,-38.246209,-72.159455,MEDIO,177.23
903,LAS MERCEDES,VICTORIA,-38.233719,-72.180432,MEDIO,216.68
904,PARCELA 11 LA SELVA,VICTORIA,-38.257443,-72.145044,MEDIO,20.71
905,SANTA ROSA DE ADENCUL,VICTORIA,-38.170624,-72.478748,MEDIO,619.18
906,AGUAS BUENAS II,VICTORIA,-38.344316,-72.189298,MEDIO,143.18
907,SANTA MARTA Y OTROS,VICTORIA,-38.356905,-72.238211,MEDIO,334.8
908,LAS VERTIENTES,VICTORIA,-38.195177,-72.490373,MEDIO,75.17
909,PARCELA 16 QUINO,VICTORIA,-38.260969,-72.172849,MEDIO,42.28
910,PARCELA 8 EL ROSARIO 4,VICTORIA,-38.354059,-72.152448,MEDIO,95.38
911,EL PASO Y OTROS,VICTORIA,-38.333008,-72.149174,MEDIO,224.21
912,PARC. 12 LA FORTUNA LOTE B,ERCILLA,-38.110404,-72.220724,ALTO,17.24
913,PARCELA 5 P/P CHERQUENCO,ERCILLA,-38.045873,-72.446386,MEDIO,53.46
914,SARA MALLECO P.8,ERCILLA,-38.137721,-72.173264,ALTO,34.88
915,PARC. 42 LAS LILAS,VICTORIA,-38.185449,-72.435423,MEDIO,76.87
916,EL CARMEN Y OTRO,VICTORIA,-38.441295,-72.229056,MEDIO,230.65
917,JUNQUILLAR,ANGOL,-37.790125,-72.746869,BAJO,168.04
918,LA LOMA,ANGOL,-37.668902,-72.753347,BAJO,68.99
919,LAS ANIMAS,ANGOL,-37.710583,-72.792794,BAJO,313.91
920,LAS CASAS,ANGOL,-37.649029,-72.756273,BAJO,27.83
921,LAS LOMAS,ANGOL,-37.628873,-72.741138,BAJO,304.31
922,LAS MELLIZAS,ANGOL,-37.73225,-72.7297,BAJO,178.17
923,LAS PIRCAS,ANGOL,-37.709638,-72.774741,BAJO,496.93
924,LINECO Y OTRO,RENAICO,-37.635978,-72.671593,BAJO,665.9
925,LOS COPIHUES,ANGOL,-37.722205,-72.825609,BAJO,430.47
926,LOS GUINDOS,ANGOL,-37.652414,-72.851409,BAJO,293.95
927,LOS LEONES,ANGOL,-37.733362,-72.762023,BAJO,604.23
928,LOS MELLICOS,ANGOL,-37.693029,-72.720621,BAJO,364.12
929,LOS PANTANOS,ANGOL,-37.631282,-72.729417,BAJO,161.09
930,LOS PLACERES,ANGOL,-37.816317,-72.788321,MEDIO,906.2
931,MAHUIDA,LOS SAUCES,-37.869647,-72.808155,MEDIO,1629.47
932,MAITENREHUE,ANGOL,-37.682762,-72.748856,BAJO,496.99
933,PELLOMENCO,ANGOL,-37.77959,-72.742389,BAJO,305.38
934,PISAGUA,ANGOL,-37.65738,-72.702679,BAJO,197.1
935,PITRUFQUEN,ANGOL,-37.613382,-72.774415,BAJO,386.82
936,QUILLOTA,ANGOL,-37.744435,-72.682563,BAJO,243.13
937,SABANILLA,ANGOL,-37.630859,-72.802301,BAJO,342.29
938,SAN RAFAEL,ANGOL,-37.662926,-72.713287,BAJO,1295.4
939,SANTA CANDELARIA,ANGOL,-37.709251,-72.710172,BAJO,584.6
940,SANTA DINA,ANGOL,-37.631853,-72.762213,BAJO,280.5
941,SANTA MARINA,RENAICO,-37.630003,-72.691768,BAJO,84.22
942,TOLPANCITO,RENAICO,-37.655367,-72.683287,BAJO,259.29
943,VERDUN,ANGOL,-37.83682,-72.747929,MEDIO,539.15
944,LA BODEGA,RENAICO,-37.622909,-72.686442,MEDIO,87.29
945,EL CERRO DE PELLOMENCO Y OTROS,ANGOL,-37.764773,-72.764927,BAJO,630.11
946,LA DICHA,ANGOL,-37.669447,-72.810116,BAJO,231.89
947,LA RINCONADA,ANGOL,-37.759746,-72.787657,BAJO,359.44
948,PARCELA 12 TOLPAN,RENAICO,-37.660249,-72.674225,BAJO,43.61
949,PARCELA 40 MAITENREHUE,ANGOL,-37.632576,-72.816044,BAJO,117.8
950,TOLPAN,RENAICO,-37.679996,-72.684746,BAJO,348.51
951,PARCELAS 54 Y 55 MAAITENREHUE,ANGOL,-37.677838,-72.770478,BAJO,315.96
952,PARCELA 8 MAITENREHUE,ANGOL,-37.705056,-72.818451,BAJO,159.17
953,BUENA ESPERANZA,ANGOL,-37.648671,-72.974129,BAJO,73.93
954,PARCELA 7 MAITENREHUE,ANGOL,-37.710614,-72.830082,BAJO,185.2
955,EL TOCO,ANGOL,-37.736826,-72.781036,BAJO,222.71
956,PARCELA 28 MAITENREHUE,ANGOL,-37.665303,-72.902463,BAJO,324.78
957,PARCELAS TOLPAN,RENAICO,-37.666285,-72.688416,BAJO,87.48
958,PARCELA 11 MAITENREHUE,ANGOL,-37.68069,-72.789106,BAJO,167.19
959,PARCELA 28 TOLPAN,RENAICO,-37.671067,-72.69314,BAJO,42.19
960,EL PINO,ANGOL,-37.673955,-73.014397,BAJO,155.62
961,TRES PINOS,ANGOL,-37.683414,-72.991797,BAJO,254.56
962,PARCELA 6 MAITENREHUE LOTE A,ANGOL,-37.71369,-72.853066,BAJO,119.3
963,PARCELAS 8 Y 9 EL LABRADOR,RENAICO,-37.702279,-72.628316,BAJO,117.23
964,PARCELA 51 MAITENREHUE,ANGOL,-37.652949,-72.791633,BAJO,128.72
965,TRES PINOS 2,ANGOL,-37.668327,-72.988779,BAJO,193.51
966,EL BOLDO,ANGOL,-37.675415,-72.979117,BAJO,83.25
967,PARCELA 11 LOMA DEL TORO,ANGOL,-37.631025,-72.922352,BAJO,105.99
968,EL QUILLAY LOTE A,ANGOL,-37.629938,-72.899313,BAJO,232.27
969,PARCELA 32 TOLPAN,RENAICO,-37.673763,-72.666236,BAJO,24.47
970,LA PAZ LOTE A,ANGOL,-37.74417,-72.8842,BAJO,123.14
971,PARCELA 20 MAITENREHUE,ANGOL,-37.705086,-72.878693,BAJO,143.75
972,HIJUELA 3 QUILLOTA,ANGOL,-37.739251,-72.669819,BAJO,50.0
973,HJ-1 EL DESENGAÑO,NUEVA IMPERIAL,-38.808072,-72.977347,MEDIO,39.4
974,HJ-2 EL DESENGAÑO,NUEVA IMPERIAL,-38.811626,-72.984236,MEDIO,19.46
975,PC-N┬║ 18 PANCUL LOTE 1,CARAHUE,-38.756778,-73.103025,MEDIO,2.65
976,PC-N┬║ 5 PANCUL LOTE B-3,CARAHUE,-38.748026,-73.10313,MEDIO,11.53
977,PC-N┬║ 16 PANCUL,CARAHUE,-38.750868,-73.111296,MEDIO,8.32
978,HJ-N┬║ 23 - LAS ÑOCHAS,CARAHUE,-38.5613,-73.336779,BAJO,27.88
979,HJ-N┬║ 35 - LAS ÑOCHAS,CARAHUE,-38.568723,-73.345525,BAJO,24.94
980,HJ-N┬║ 27 - LAS ÑOCHAS,CARAHUE,-38.564609,-73.349348,BAJO,17.95
981,HJ-N┬║ 22 A Y B - LAS ÑOCHAS,CARAHUE,-38.560707,-73.347646,BAJO,30.35
982,HJ-SANTA ISABEL - LAS ÑOCHAS,CARAHUE,-38.566686,-73.355662,BAJO,8.11
983,HJ-N┬║ 18 A Y B - LAS ÑOCHAS,CARAHUE,-38.556686,-73.346008,BAJO,18.57
984,HJ-N┬║ 19 LAS NIOCHAS,CARAHUE,-38.556913,-73.33737,BAJO,28.81
985,HJ-N┬║ 17 - LAS ÑOCHAS,CARAHUE,-38.553495,-73.344963,BAJO,23.85
986,HJ-N┬║ 37 - LAS ÑOCHAS,CARAHUE,-38.571466,-73.331964,BAJO,13.57
987,HJ-20A LAS ÑOCHAS,CARAHUE,-38.555548,-73.333453,BAJO,13.32
988,LOS GUINDOS LT-B HJ-N┬║ 1,NUEVA IMPERIAL,-38.707037,-73.031686,BAJO,42.75
989,SN JOSE,TEODORO SCHMIDT,-38.932129,-72.977061,MEDIO,14.95
990,MOLCO ALTO Y OTROS,NUEVA IMPERIAL,-38.88425,-73.058246,MEDIO,11.65
991,EL DESCANSO,TEODORO SCHMIDT,-38.942191,-73.036472,MEDIO,89.59
992,PARCELA LOTE F,CARAHUE,-38.695459,-73.21573,BAJO,64.02
993,SAN VALERIO,TOLTEN,-39.118066,-72.985386,BAJO,26.4
994,LA CHICA,TOLTEN,-39.181142,-73.024404,BAJO,38.43
995,SAN FROILAN Y EL SALTO,TOLTEN,-39.085414,-73.040731,BAJO,48.65
996,ALTO CHELLE,TEODORO SCHMIDT,-39.023415,-73.142979,MEDIO,43.13
997,SANTA AMELIA II LOTE B,TOLTEN,-39.296452,-73.042285,BAJO,84.37
998,SAN JUAN DE TROVOLHUE Y OTRO,CARAHUE,-38.599096,-73.343051,BAJO,25.6
999,HIJUELA 4 DINAMARCA,CARAHUE,-38.554052,-73.195741,BAJO,44.89
1000,LA CARMELA,TOLTEN,-39.281022,-73.055572,BAJO,18.13
1001,SANTA CELIA,CARAHUE,-38.620597,-73.190861,BAJO,17.45
1002,LOS MAITENES,NUEVA IMPERIAL,-38.868225,-73.048036,MEDIO,23.49
1003,LOBERIA LOTE 1,CARAHUE,-38.642309,-73.45958,ALTO,87.26
1004,LA LADERA I,LONCOCHE,-39.260321,-72.630143,BAJO,12.63
1005,LA LADERA II,LONCOCHE,-39.259233,-72.635083,BAJO,5.5
1006,SANTA ANITA Y OTROS,GORBEA,-39.254801,-72.599493,BAJO,93.23
1007,LAS PRADERAS,CHOLCHOL,-38.565163,-72.98591,ALTO,1723.22
1008,EL MIRADOR PARCELA 26,VILCUN,-38.775585,-72.155484,MEDIO,72.9
1009,BAYONA Y OTRO,LAUTARO,-38.56436,-71.99604,MEDIO,1858.3
1010,VISTA BELLA LOTE A,GORBEA,-39.198621,-72.715614,BAJO,39.77
1011,LA SOMBRA,GORBEA,-39.152618,-72.741363,BAJO,32.0
1012,LA SEDE,GORBEA,-39.143776,-72.744558,BAJO,103.89
1013,LOS MANZANOS,GORBEA,-39.213581,-72.767678,BAJO,40.38
1014,MANTAHUITO,GORBEA,-39.213929,-72.78064,BAJO,25.16
1015,LA ILUSION Y SANTA CECILIA,GORBEA,-39.256484,-72.786895,BAJO,95.35
1016,SAN FERNANDO,PITRUFQUEN,-39.131389,-72.939667,BAJO,199.09
1017,SANTA LUCIA,CHOLCHOL,-38.47468,-72.985609,ALTO,27.37
1018,BOTACURA,GORBEA,-39.094785,-72.736532,BAJO,18.28
1019,PARCELA 2 P.P. LA MONTAN,VILCUN,-38.587207,-72.295453,MEDIO,42.35
1020,LA PARCELA Y SANTA INES,CUNCO,-38.854124,-72.210229,MEDIO,40.51
1021,LA SELVA,GORBEA,-39.18629,-72.776469,BAJO,50.02
1022,SAN IGNACIO,LAUTARO,-38.440837,-72.184066,MEDIO,148.71
